trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.1405978411929408, 'e': 0.07602859212697055}",25,15,21.10465981613249,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.1391918627810114, 'e': 0.07580980435789034}",25,8,28.555573911947576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1377999441532013, 'e': 0.07559289460184544}",25,16,10.38584029981956,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.13642194471166927, 'e': 0.07537783614444091}",30,13,29.767204011035343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.13505772526455256, 'e': 0.07516460280028289}",25,0,-23.57465282459603,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
178,False,"{'a': 0.13370714801190703, 'e': 0.07495316889958614}",20,0,28.06809646849749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.13237007653178795, 'e': 0.07474350927519359}",25,15,6.947171855658865,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.13104637576647007, 'e': 0.07453559924999299}",30,22,12.617117310371672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.12973591200880538, 'e': 0.07432941462471664}",30,20,17.233945397484966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.12843855288871733, 'e': 0.07412493166611012}",20,13,13.49022071286948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.12715416735983015, 'e': 0.07392212709545729}",20,13,14.0354399265511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.12588262568623185, 'e': 0.07372097807744857}",20,14,11.8923119422779,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.12462379942936953, 'e': 0.07352146220938077}",20,2,30.50733830894055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.12337756143507583, 'e': 0.07332355751067665}",20,0,15.558273037276974,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.12214378582072508, 'e': 0.07312724241271307}",20,6,21.56574961962785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.12092234796251783, 'e': 0.07293249574894728}",20,10,19.00521836082983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.11971312448289265, 'e': 0.07273929674533079}",25,15,16.653404931581726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.11851599323806372, 'e': 0.07254762501100116}",25,0,25.995069190579425,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.11733083330568309, 'e': 0.07235746052924216}",20,16,7.315033313677415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.11615752497262626, 'e': 0.07216878364870323}",20,13,12.59601862367768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.11499594972289999, 'e': 0.07198157507486945}",25,11,27.84708966892612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.11384599022567099, 'e': 0.07179581586177382}",20,0,25.017689280273963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.11270753032341428, 'e': 0.0716114874039433}",25,8,26.072655575552922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.11158045502018014, 'e': 0.07142857142857142}",20,1,22.14044305797927,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.11046465046997835, 'e': 0.07124704998790965}",20,16,8.44898680595342,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.10936000396527856, 'e': 0.07106690545187015}",35,16,36.6865048879205,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.10826640392562578, 'e': 0.07088812050083358}",25,6,30.497903578984552,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.10718373988636952, 'e': 0.07071067811865475}",20,16,6.392956237171666,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.10611190248750582, 'e': 0.07053456158585983}",35,25,18.966369646304187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.10505078346263076, 'e': 0.07035975447302918}",20,11,14.937625940975174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.10400027562800446, 'e': 0.07018624063435965}",20,13,15.128441599888511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1029602728717244, 'e': 0.07001400420140048}",25,13,24.133044379674043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.10193067014300716, 'e': 0.06984302957695782}",25,0,39.18035446640343,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.10091136344157708, 'e': 0.06967330142916177}",25,13,21.571628789180632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.09990224980716131, 'e': 0.06950480468569159}",20,10,14.508024127449861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.0989032273090897, 'e': 0.06933752452815364}",30,15,28.70185208564971,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.0979141950359988, 'e': 0.06917144638660747}",25,0,23.540524934216695,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.09693505308563881, 'e': 0.06900655593423542}",20,2,32.409004317739175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.09596570255478241, 'e': 0.06884283908215143}",20,8,24.408863944873627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.09500604552923458, 'e': 0.06868028197434452}",20,10,17.10076824205524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.09405598507394224, 'e': 0.06851887098275317}",25,16,19.140383256687343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.09311542522320282, 'e': 0.06835859270246633}",30,12,32.73375062348511,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.09218427097097079, 'e': 0.06819943394704735}",20,5,15.596195916934697,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.09126242826126107, 'e': 0.06804138174397717}",20,3,15.453940292997393,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.09034980397864846, 'e': 0.06788442333021306}",25,12,-11.302320365794316,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.08944630593886198, 'e': 0.06772854614785964}",25,0,38.86097371209692,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.08855184287947336, 'e': 0.06757373783994859}",30,18,21.014046193500327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.08766632445067862, 'e': 0.06741998624632421}",30,0,38.883887391026065,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.08678966120617183, 'e': 0.06726727939963124}",35,17,-14.664284870546505,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
222,False,"{'a': 0.08592176459411012, 'e': 0.06711560552140243}",35,20,15.904335749020477,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.08506254694816902, 'e': 0.06696495301824251}",25,0,26.01895844326854,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.08421192147868732, 'e': 0.0668153104781061}",20,4,25.646093533515668,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.08336980226390045, 'e': 0.06666666666666667}",20,6,24.875878428480796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.08253610424126144, 'e': 0.06651901052377393}",25,0,40.011395111825394,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.08171074319884883, 'e': 0.0663723311599972}",35,2,50.60679942979664,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.08089363576686034, 'e': 0.06622661785325219}",25,0,34.42896247115044,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.08008469940919175, 'e': 0.06608186004550898}",30,17,24.209524876823767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.07928385241509983, 'e': 0.0659380473395787}",20,10,19.45821702175898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.07849101389094883, 'e': 0.0657951694959769}",25,16,15.445444801527909,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.07770610375203933, 'e': 0.06565321642986127}",35,25,-24.010522624144322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.07692904271451893, 'e': 0.06551217820804184}",20,11,18.36650736833726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.07615975228737375, 'e': 0.06537204504606134}",30,5,37.70485449849713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.07539815476450001, 'e': 0.06523280730534423}",30,16,21.78160835657537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.07464417321685501, 'e': 0.06509445549041194}",20,8,18.063405414181783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.07389773148468647, 'e': 0.06495698024616309}",30,3,45.68506257943092,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.07315875416983961, 'e': 0.06482037235521644}",20,9,24.45267007102069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.0724271666281412, 'e': 0.06468462273531508}",20,0,28.81330559415701,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.07170289496185979, 'e': 0.06454972243679027}",20,8,23.466220105049118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.07098586601224119, 'e': 0.06441566264008308}",20,0,24.30635677826804,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.07027600735211878, 'e': 0.0642824346533225}",25,3,-13.605352258238737,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.0695732472785976, 'e': 0.06415002990995841}",35,1,41.459251550150235,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.06887751480581161, 'e': 0.06401843996644799}",20,12,16.548902638503694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.0681887396577535, 'e': 0.06388765649999399}",20,0,24.92076100361358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.06750685226117596, 'e': 0.06375767130633382}",25,1,30.264348562095762,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.0668317837385642, 'e': 0.06362847629757777}",25,14,14.978412282200768,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.06616346590117855, 'e': 0.06350006350009525}",20,1,28.34188979394987,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.06550183124216677, 'e': 0.06337242505244779}",20,0,29.13266782129362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.0648468129297451, 'e': 0.06324555320336758}",20,0,29.018699069071104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.06419834480044766, 'e': 0.06311944030978031}",25,0,16.667218492266265,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.06355636135244318, 'e': 0.0629940788348712}",30,13,-14.595883314470639,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.06292079773891875, 'e': 0.06286946134619315}",20,16,7.134901201611431,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.062291589761529556, 'e': 0.06274558051381586}",20,8,20.4334375927731,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.06166867386391426, 'e': 0.06262242910851495}",20,8,20.875271765435173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.06105198712527512, 'e': 0.0625}",25,15,21.775982093079786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.060441467254022364, 'e': 0.06237828615518053}",20,0,3.7371764853436487,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
258,False,"{'a': 0.05983705258148214, 'e': 0.062257280636469035}",20,2,30.346494141289753,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.05923868205566732, 'e': 0.062136976600120006}",20,10,16.0481405878915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.05864629523511065, 'e': 0.062017367294604234}",20,0,26.31587412938835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.058059832282759544, 'e': 0.061898446059017294}",25,10,32.823395664604156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.05747923395993195, 'e': 0.06178020632152154}",30,23,14.4814569005757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.05690444162033263, 'e': 0.061662641597820735}",30,17,-16.070529690011615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.056335397204129306, 'e': 0.06154574548966636}",30,14,13.551601145797346,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.055772043232088016, 'e': 0.06142951168339512}",20,2,17.212107896139237,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.05521432279976714, 'e': 0.06131393394849658}",25,9,23.79058600424774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.05466217957176946, 'e': 0.06119900613621046}",20,6,22.20467252318921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.054115557776051766, 'e': 0.06108472217815261}",35,1,13.386969131513764,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.053574402198291245, 'e': 0.06097107608496923}",20,8,11.646196389139373,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.05303865817630833, 'e': 0.06085806194501846}",25,7,35.881793975395446,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.05250827159454525, 'e': 0.0607456739230787}",35,3,48.136236196760876,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.0519831888785998, 'e': 0.06063390625908324}",20,7,22.358041648968193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.051463356989813795, 'e': 0.060522753266880246}",30,0,-14.459857363525183,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
274,False,"{'a': 0.05094872341991566, 'e': 0.0604122093330177}",20,8,9.265241733048207,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.0504392361857165, 'e': 0.060302268915552716}",20,15,11.80527119349253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.049934843823859335, 'e': 0.0601929265428846}",25,11,13.5489525637487,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.04943549538562074, 'e': 0.06008417681261097}",25,11,22.54928239681857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.048941140431764535, 'e': 0.05997601439040672}",20,5,-12.81784777502629,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.04845172902744689, 'e': 0.05986843400892496}",30,23,13.513175267771564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.04796721173717242, 'e': 0.05976143046671968}",20,8,21.61343413376178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.0474875396198007, 'e': 0.05965499862718936}",20,10,13.06786150192188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.047012664223602695, 'e': 0.05954913341754137}",30,20,22.615758900118834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.046542537581366665, 'e': 0.0594438298277764}",25,15,18.627307581065036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.046077112205552995, 'e': 0.05933908290969266}",25,17,15.96640580592209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.045616341083497464, 'e': 0.05923488777590923}",20,14,12.8118719333625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.04516017767266249, 'e': 0.05913123959890826}",20,3,29.44412102476394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.04470857589593587, 'e': 0.059028133610095526}",20,13,14.057934592576322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.04426149013697651, 'e': 0.05892556509887897}",20,9,12.205184003831167,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.04381887523560674, 'e': 0.058823529411764705}",20,13,14.060036687269937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.04338068648325068, 'e': 0.058722021951470346}",20,0,31.56944250178612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.04294687961841817, 'e': 0.05862103817605492}",25,0,31.16020979543591,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.04251741082223399, 'e': 0.058520573598065284}",25,11,-15.314368930337482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.04209223671401165, 'e': 0.0584206237836986}",20,3,19.37410194010003,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.04167131434687153, 'e': 0.05832118435198043}",20,10,19.041500301910528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.04125460120340282, 'e': 0.0582222509739582}",20,8,20.33908474914149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.04084205519136879, 'e': 0.05812381937190964}",30,18,22.02060680430038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.0404336346394551, 'e': 0.058025885318565944}",20,7,22.192472278236412,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.04002929829306055, 'e': 0.057928444636349226}",20,14,9.441117010065122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.039629005310129944, 'e': 0.05783149319662402}",20,0,27.79258630389239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.03923271525702864, 'e': 0.05773502691896257}",25,6,17.801503957297616,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.038840388104458355, 'e': 0.0576390417704235}",25,10,16.85010564316825,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.03845198422341377, 'e': 0.0575435337648436}",25,13,24.58616094876012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.03806746438117963, 'e': 0.0574484989621426}",35,21,26.434625160622232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.03768678973736783, 'e': 0.057353933467640436}",20,6,13.819981654643158,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.03730992183999415, 'e': 0.05725983343138682}",25,5,16.18958225099157,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.036936822621594215, 'e': 0.05716619504750295}",20,6,14.649655700944106,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.03656745439537827, 'e': 0.05707301455353496}",25,11,25.02399696431459,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.03620177985142449, 'e': 0.05698028822981897}",30,12,34.548948637008074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.03583976205291024, 'e': 0.05688801239885743}",20,9,21.67894019095192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.03548136443238114, 'e': 0.05679618342470648}",25,0,28.067233153985867,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.03512655078805733, 'e': 0.05670479771237427}",20,13,12.085588640809561,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.03477528528017675, 'e': 0.05661385170722978}",25,7,-11.843495449488227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.034427532427374986, 'e': 0.05652334189442215}",25,12,23.170751591162077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.034083257103101235, 'e': 0.05643326479831003}",20,6,24.690368555015553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.03374242453207022, 'e': 0.0563436169819011}",25,0,28.729537961328305,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.03340500028674952, 'e': 0.0562543950463012}",25,11,24.175985981175756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.033070950283882024, 'e': 0.05616559563017304}",25,15,18.42695914310507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.032740240781043206, 'e': 0.056077215409204434}",20,0,23.12050797238269,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.03241283837323277, 'e': 0.05598925109558543}",35,9,43.91276075926649,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.03208870998950044, 'e': 0.05590169943749474}",20,8,19.712691128127997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.03176782288960543, 'e': 0.05581455721859476}",20,5,23.877457467892185,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.031450144660709375, 'e': 0.05572782125753528}",20,8,11.155828339010572,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.031135643214102282, 'e': 0.055641488407465724}",20,9,-20.344447179424755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.03082428678196126, 'e': 0.05555555555555555}",25,16,-36.06347454006852,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.030516043914141647, 'e': 0.05547001962252291}",20,8,-16.562226858028477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.03021088347500023, 'e': 0.05538487756217113}",20,8,18.93148616902361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.029908774640250227, 'e': 0.0553001263609331}",20,15,9.843900275933494,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.029609686893847725, 'e': 0.05521576303742327}",20,0,33.14356847953052,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.02931359002490925, 'e': 0.055131784641997125}",20,10,4.408731643931572,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.029020454124660155, 'e': 0.055048188256318034}",35,22,21.259766511709834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.028730249583413553, 'e': 0.05496497099293127}",20,15,7.646711075390778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.028442947087579416, 'e': 0.05488212999484517}",25,0,20.408386260760466,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.02815851761670362, 'e': 0.0547996624351191}",20,0,29.00406818330109,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.027876932440536583, 'e': 0.054717565516458275}",35,21,28.554777420371014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.027598163116131218, 'e': 0.05463583647081531}",25,1,38.62206588103016,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.027322181484969905, 'e': 0.0545544725589981}",25,3,-11.875890211964952,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.027048959670120207, 'e': 0.05447347107028433}",20,8,25.32609028410554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.026778470073419006, 'e': 0.05439282932204212}",25,19,10.738823997020651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.026510685372684816, 'e': 0.05431254465935684}",20,12,11.655818350725596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.02624557851895797, 'e': 0.05423261445466404}",20,3,29.096854845613347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.02598312273376839, 'e': 0.05415303610738823}",20,6,21.887868114605592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.025723291506430705, 'e': 0.05407380704358752}",30,16,25.193303480083312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.025466058591366397, 'e': 0.053994924715603895}",25,12,0.10729231210717094,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.02521139800545273, 'e': 0.053916386601719206}",30,16,9.883389157527237,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.024959284025398203, 'e': 0.05383819020581655}",20,0,10.608089653098837,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
346,False,"{'a': 0.024709691185144222, 'e': 0.053760333057047034}",20,0,-12.419672512259334,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
